Date,WS01,WS02,WS03,WS04,WS05,WS06,WS07,WS08,WS09,WS10,WS11,WS12,WS13,WS14,WS15,WS16,WS17,WS18,WS19,WS20,WS21,WS22,WS23,WS24,WS25,WS26,WS27,WS28,WS29,WS30,WS31,WS32,WS33,WS34,WS35,WS36
2018-01-01 20:00:00,98842.631,86353.0427,110626.8552,97747.9364,95488.9535,93584.4925,101479.6653,99023.2888,92079.8518,88017.4313,90594.5486,112789.5304,91298.7494,83150.9042,95463.8243,92913.1736,101246.0748,92268.0102,105816.2711,122315.449,95902.041,88236.4793,92950.0606,106991.2193,104277.8161,90659.321,87000.5705,112946.1338,108003.9354,107587.3995,93278.8912,90772.3471,115649.8753,88290.1814,99084.1829,91780.0386
2018-01-01 21:00:00,90169.8893,83232.83510000001,105983.2208,93515.7826,89038.1744,87023.2666,99100.2544,93088.5291,81814.09449999999,82141.03910000001,84983.0606,105841.0876,81620.3005,82137.675,88028.3676,85159.83559999999,93332.5254,93188.6575,101126.6063,119797.892,91089.0377,76919.6023,83841.5297,97491.0218,99761.4331,86108.929,78487.7672,105845.711,101897.4685,100829.8362,88763.8624,86847.70969999999,109833.7598,83292.5238,91278.6398,84577.6231
2018-01-01 22:00:00,86883.22750000001,76432.5827,102351.2363,90050.81049999999,84484.5318,81766.7706,92813.3463,89458.4373,78655.90179999999,75771.1388,80901.3031,103380.5258,75348.9784,77439.5551,84186.29209999999,82587.5782,89965.46350000001,86059.69549999999,96104.0658,120264.7849,85996.7064,74365.14360000001,79660.25219999999,93054.619,93743.8226,79242.8412,73424.6512,105879.5617,97212.491,97607.2783,84880.7805,83689.0342,106948.7864,76379.42109999999,89048.2086,80744.8486
2018-01-01 23:00:00,84591.3991,70602.1622,105505.1003,83765.8968,81443.90639999999,75503.4072,91918.656,85152.96770000001,71128.5262,69787.1038,73015.59670000001,106578.0248,70961.2834,73792.1894,80356.8946,74468.5178,87243.1502,77726.6264,93627.6451,125476.4921,82039.4881,70349.7426,74184.8336,94112.5112,91053.0274,73450.5434,70533.2712,111038.5744,101116.4998,101464.6187,76845.2068,76803.16979999999,114681.8783,70864.6348,84584.68,73036.2746
2018-01-02 00:00:00,80994.1514,78780.06390000001,100525.7641,76070.79,78670.7945,80441.1421,88974.7491,82841.0244,72189.0086,73910.76550000001,77245.6914,104322.5921,76124.8814,75292.54890000001,77157.1868,81035.0906,84820.1572,84857.4451,91896.8731,120816.6571,77246.6263,71505.7277,75618.30059999999,93479.4807,88548.8648,77972.3607,74831.2838,104237.6114,98664.8176,101859.5738,80383.98950000001,78763.4793,108007.0907,76063.33309999999,78904.0616,77415.9149
2018-01-02 01:00:00,83687.37539999999,79508.14570000001,98954.1388,74374.9519,77510.17619999999,81022.70409999999,87739.91970000001,81278.4369,72973.8656,74678.88870000001,77603.7297,102051.9642,76866.3317,71926.5526,75605.7449,80964.9761,84963.1802,86396.1265,91344.7279,120710.3375,76929.39009999999,71575.25739999999,74784.41530000001,92834.0634,88960.2749,78526.41679999999,74959.0005,104063.5613,98258.9619,100441.9923,81375.8544,78810.65120000001,104376.5267,76105.8079,76497.0728,79203.5979
2018-01-02 02:00:00,83068.7959,74059.557,96695.655,72172.98580000001,76400.57789999999,75363.2508,85181.0919,79737.0517,68304.1345,68801.8934,71642.0883,99952.3991,71828.0802,73871.6496,74715.6312,75542.2019,83746.3708,80857.1618,90023.4672,116164.4972,74718.4195,68275.714,70031.1973,91144.2855,88601.4048,72359.285,70894.1477,100620.5712,95493.715,97829.1743,76819.2194,74654.4684,102161.8069,70649.1372,74451.0493,73266.981
2018-01-02 03:00:00,87667.79500000001,82141.2788,100723.6745,80155.30690000001,85712.3345,83764.1059,89268.032,89182.36450000001,74474.5606,75541.2469,79254.8794,103366.6835,78206.3517,78425.1041,83908.5915,83286.4212,92450.0921,88748.7755,94146.0316,120533.1568,83764.7469,72871.57960000001,75453.7089,95825.4586,93665.7377,79673.8373,77622.3591,107258.0501,98955.9649,102503.2878,85400.32860000001,83066.9473,106724.7348,78609.731,83079.0431,81271.4768
2018-01-02 04:00:00,88833.0683,85999.0739,100167.4257,83865.7662,90988.6897,89748.50809999999,88436.2564,94431.8281,79602.3439,81481.157,83697.3956,103892.864,84231.2683,83729.34520000001,88671.41960000001,89709.92929999999,95269.6185,94633.443,95684.4754,116234.052,88892.9875,79163.9702,80632.9281,96681.126,95281.2337,83760.71699999999,82011.23090000001,105195.0216,100045.5573,102770.9518,91161.5828,87363.988,104110.6018,82890.0383,86110.9825,85575.1912
2018-01-02 05:00:00,96240.6607,94740.2653,105724.4357,92037.7125,98115.4055,96484.3115,96377.2001,102272.0637,88155.3209,89596.5824,92076.2541,111379.6764,91246.3794,94554.5514,96316.1692,97136.1865,103314.7076,101957.8659,102244.3808,124265.4665,95927.5712,87748.7601,91758.8722,104213.8275,103322.7803,92910.7634,90326.0736,111189.2627,107976.6902,111772.1931,98438.745,95696.8201,110773.75,91773.6123,95375.6784,94398.5442
2018-01-02 06:00:00,105681.7593,104572.0194,115222.7814,100872.1256,106904.5365,107592.6462,107787.3734,110858.455,94141.0122,98646.4686,100426.8925,120606.866,100094.1322,100704.0418,105275.709,105323.7617,113384.1354,110094.4058,111611.2333,132141.5104,105249.6261,93654.6815,98321.1232,114915.5888,111679.784,100325.1914,99733.5885,119550.6729,115641.6443,121619.2183,107223.6023,106443.461,117942.3964,100613.1917,104337.3042,104311.4047
2018-01-02 07:00:00,109229.7074,109792.075,118522.939,103617.3216,110052.0381,108769.5884,111416.9376,115212.3852,96419.7308,103139.8935,104860.2445,126965.8987,104793.3813,105046.5781,111642.8708,110204.7799,118230.5882,114952.2585,115260.5236,137824.0229,109204.3046,95219.8223,102414.8256,118109.5223,115005.93,104980.2089,102687.7942,124742.5683,120715.5382,122354.1748,110933.6596,110136.5175,123009.1784,105659.316,109513.8802,108632.8697
2018-01-02 08:00:00,112499.6602,109907.0038,121560.2145,104728.2461,110953.6127,109479.7873,113139.285,114737.0125,102151.0621,105094.1474,105540.2496,126901.6127,106650.7181,107765.2944,110814.9851,110701.5366,119437.3465,116572.7511,117354.3162,139600.2162,109872.8223,100080.2467,103019.6287,120326.8272,116109.817,107910.6296,104594.1607,124327.1,123003.9799,125250.0787,112054.1801,110511.5656,123658.9513,106628.342,108702.3612,109986.3711
2018-01-02 09:00:00,113776.8211,113877.839,125455.1586,107799.2141,114289.539,110314.621,115462.1205,117725.5408,106535.5947,107572.6128,108284.9756,132768.9431,108719.9943,108516.0815,113792.808,114623.7235,121514.1828,120379.93,121777.2476,139483.0789,113083.8674,101545.028,104593.4678,121259.0579,119541.5564,108666.022,105516.0656,127151.7512,126873.5715,131909.98690000002,116062.7449,115759.1926,126196.6698,109652.9936,112003.1513,112689.6433
2018-01-02 10:00:00,113630.3885,113326.785,127188.2196,110612.2678,116091.2905,111171.0069,116140.0723,118166.6787,107514.9864,108887.9235,111265.825,131616.8365,109988.0616,111204.6452,114847.3115,115066.5958,123486.6787,123069.3684,120854.7515,137458.87949999998,114869.688,101604.9824,108263.0877,122158.64370000002,122540.7187,110025.4863,109663.5232,129194.8808,129092.6423,132405.5452,117299.2807,115683.1198,125057.4444,109301.1134,112900.6551,113770.8428
2018-01-02 11:00:00,112961.2787,116611.6747,126801.1683,110620.1976,116433.3156,113486.1728,116449.2355,123182.5328,108466.7549,108999.6434,114009.0822,133910.6745,111365.2386,112655.426,115753.3462,115201.306,123738.6183,121750.2184,121213.7592,138530.4974,113667.0521,101420.4014,108142.1415,122953.5374,123972.5082,111413.3579,109163.1083,128891.9138,127059.1724,133001.6425,115517.0084,117110.993,125470.3035,111980.2576,113285.2753,116834.6628
2018-01-02 12:00:00,113943.3157,114497.4614,121118.5786,110518.9293,113157.971,110969.0563,113403.6973,115920.6463,107340.8814,108852.0054,110481.1224,130037.0766,109003.1209,111465.0255,112272.107,112517.0778,121839.4439,121675.331,122553.8963,134470.5366,114736.75,99636.8147,107900.5795,119436.6371,119380.9209,109429.9095,108984.8966,129811.1639,125442.3748,125104.5442,115116.083,112996.6347,125494.7075,111352.2765,113402.0876,114007.5475
2018-01-02 13:00:00,114085.527,113602.2428,120730.6563,108762.7528,112573.2164,107803.9647,115521.4722,115129.7811,106758.1953,109247.9112,113047.039,134067.0531,110961.7902,111713.4744,111409.1702,113565.9896,121095.4298,120892.7189,121618.4356,131823.7703,111501.4319,99927.5606,109800.0579,118991.5674,118393.6493,110180.0343,110066.0184,130131.5517,122110.4661,130006.9092,115150.029,111529.066,121315.6075,109910.4975,111237.2483,117259.3229
2018-01-02 14:00:00,114227.3184,115290.5239,117385.8803,110770.044,114408.9014,111357.1142,118298.8878,119310.9512,111238.3475,110361.9934,112196.1048,135942.2497,110526.7151,112630.7735,114305.5017,112427.3622,123172.2517,125501.7379,125516.4032,136652.01,114658.9679,99715.362,109629.018,122639.9094,121694.7282,110315.1773,109452.1581,129505.4517,123056.7197,130085.9952,118337.1316,116002.1835,122667.4345,112050.1532,112839.4317,119038.1163
2018-01-02 15:00:00,114359.2272,118058.1509,118843.0816,111404.8221,119367.9666,111493.5442,122101.6637,118884.5028,112025.1886,112112.1978,113068.123,136822.3841,110694.694,111280.4823,113459.0864,115626.4053,123437.4445,126550.8336,123046.9879,133112.4657,113902.539,102844.2443,109117.8239,121890.4462,122367.267,116073.9811,113615.0398,129908.1175,128724.5157,132455.3917,119670.3678,114580.5545,124853.9912,115732.4876,114921.3283,118926.7927
2018-01-02 16:00:00,115657.3167,122724.5843,121595.1048,113899.0,120536.9911,115403.8926,124946.3256,124695.1972,112068.1994,116051.6461,115916.5703,137975.8564,113567.4341,113211.5236,118426.5012,118123.1132,124958.7888,130144.1346,132708.2223,137164.539,116069.5205,108631.2916,110247.4079,125263.8348,124506.5645,116258.0993,113729.8452,136011.3273,130817.9408,131532.4161,122802.2541,117844.8291,127181.2919,117698.4313,119344.2607,121268.6718
2018-01-02 17:00:00,115483.9855,123117.5116,122092.2486,112612.4947,119022.9231,116519.8481,122140.7704,125383.5009,111560.7586,115998.9857,114374.7197,136079.4342,114775.0447,109183.0967,118025.6079,117616.5085,124980.5231,128413.2632,127397.516,136944.6703,112540.9504,104602.88,107518.6644,124389.6874,122879.4139,113225.8708,113071.8689,136553.4666,131060.9094,133022.8065,120902.96,117225.296,128672.4684,117943.2776,115619.2265,120396.8508
2018-01-02 18:00:00,111321.8746,119448.1643,119498.3193,110491.3922,116192.8881,111664.318,119966.7973,118977.0514,108096.5881,109985.5778,110448.9036,131953.6482,109808.5088,106240.4979,113946.9148,113866.1673,124115.9622,123318.4704,121080.7879,130672.5619,108984.9565,104728.7131,104722.2962,121433.0703,116787.1899,109616.7577,109341.7015,131943.7449,125478.3205,130761.3124,117782.6728,114688.1095,122894.3796,113138.5748,112824.4274,115437.994
2018-01-02 19:00:00,105742.9935,115280.3641,113585.7574,104749.2551,110771.1005,107106.4409,113783.7025,114813.0579,104573.93,106253.2332,106544.7648,126403.0768,107691.8259,102795.8649,111173.0527,110121.905,120055.69,118490.6235,115511.2679,125953.7692,102790.2157,100288.392,102021.0109,115924.0574,112457.9858,104234.9027,105323.9924,126324.1974,122100.3167,125812.3193,113187.477,108039.3694,118052.3838,108033.8683,106265.5216,110323.1213
2018-01-02 20:00:00,97984.3161,107150.0705,104680.5017,96206.0348,102794.8175,96481.7969,107282.7436,107911.4218,97430.6617,95461.7365,97418.7822,118430.4865,95536.0403,90609.2032,102349.5061,99082.333,111612.9466,111267.878,109989.4639,117122.607,93902.4723,88852.6453,89192.2779,109201.6526,105572.6592,95383.985,94704.1551,116883.014,115502.016,118761.2402,106418.6383,98419.1008,109036.5327,99756.5027,98185.2747,104332.8955
2018-01-02 21:00:00,93071.2205,101004.6905,99643.7219,90297.6658,97939.2462,91251.4504,101430.698,101711.0484,91565.2532,90576.5373,93601.5709,112129.8816,91048.8462,87728.0319,97280.855,94977.6104,105628.3181,104861.9701,104520.9919,111849.1539,90740.9173,85099.7632,85660.0003,104510.7217,99659.6494,92453.7514,89128.9173,111978.4265,109483.1631,111439.053,98280.9951,95448.628,102888.8841,94766.4773,94039.3133,98347.0272
2018-01-02 22:00:00,89624.7407,94142.1066,98978.515,84853.3963,93908.6461,85355.3678,99614.8422,98053.6633,84496.10010000001,84389.7791,87334.4299,112585.0652,84929.9649,78471.387,93527.6568,88735.7554,104780.082,100173.879,102223.8968,116822.7209,83707.8449,76656.7464,77184.1413,104156.0913,97643.1611,86273.1134,83310.4462,115773.2662,108186.1339,110355.9144,94730.721,88931.0342,101290.8603,87517.948,91585.5294,91790.7007
2018-01-02 23:00:00,85490.1701,88832.73700000001,94400.6968,81319.2207,90718.1088,79960.9203,95944.8144,94467.5061,78971.7394,79971.4244,80815.11200000001,110767.5867,79262.8062,76982.97940000001,90750.8118,84075.7762,101020.5819,96493.7898,98659.7746,112472.0652,78677.7079,75959.5554,74231.4629,99044.7989,93226.6575,81214.1492,80140.01999999999,113118.9326,105814.9241,108527.1342,89827.30040000001,83978.9814,98287.6144,82360.3617,87788.6242,87524.5772
2018-01-03 00:00:00,80700.6444,85280.561,89410.1878,79668.3628,85768.5224,78151.29000000001,96142.1545,85644.7176,81065.9596,81526.36799999999,79337.7688,107346.7251,79642.9355,73144.7042,85724.4851,85191.8393,97279.0918,94413.8664,97536.4965,99225.7423,72785.7142,75216.76209999999,72365.42450000001,92144.2255,90265.5783,79433.3175,77626.941,108224.5941,102352.0093,105166.7661,87090.55429999999,78800.65179999999,90402.2398,83333.2191,78698.6816,86325.0961
2018-01-03 01:00:00,79100.9876,86059.76599999999,87509.4385,80059.8193,84038.4904,78396.5901,93809.5457,83972.9895,82912.1909,81831.85750000001,80198.6551,103904.0666,80689.0277,69816.68059999999,84116.2833,86323.9675,98464.6543,95370.0204,95085.8373,98227.6395,73175.64869999999,74536.3475,68538.066,88690.53390000001,88661.82770000001,79718.7384,77416.2268,107645.5228,100493.0825,103424.839,86908.9592,80053.106,89360.1935,83318.5596,76499.5585,86629.27239999999
2018-01-03 02:00:00,81577.3391,87067.0236,86363.36529999999,83570.2096,88510.5961,79853.84270000001,92607.4173,87574.9977,84811.1973,83509.83840000001,81861.6596,102714.1856,82584.2809,70948.2487,88653.379,88455.2774,97129.5503,98002.1389,94372.2563,96350.8059,75948.18639999999,76086.5767,70829.61129999999,87457.4141,88509.822,81219.36850000001,79789.25300000001,104963.679,97937.7179,102089.9972,90225.2772,82014.72989999999,88646.22439999999,84803.52279999999,80854.7591,88585.01209999999
2018-01-03 03:00:00,84914.6866,86370.73879999999,91609.3147,83138.9026,88958.89110000001,77366.8991,97754.0517,88312.88549999999,84199.91159999999,83299.4733,81512.482,106719.3938,81578.0872,75144.5191,89268.42629999999,86969.7017,102049.2265,98165.9873,98811.541,100023.0846,73953.4439,77441.2958,73261.2289,91329.7134,93562.0539,80096.9766,78219.6339,111956.2374,103536.9132,106437.8224,90175.1746,83396.9817,93182.7018,84362.2074,80320.846,88873.9977
2018-01-03 04:00:00,84501.0159,91207.2081,91096.531,86057.1482,93239.2528,82522.1799,96389.4668,90969.9177,89274.4448,87845.2005,85167.8499,103925.0593,86366.63650000001,82000.40819999999,93602.1176,92802.6551,101363.025,103138.6481,98405.137,94835.4435,78096.94279999999,83474.6597,80806.4031,90750.5174,94223.9224,83880.6719,82577.5878,106097.5977,102133.7586,104570.2807,96418.5535,84703.4682,90725.8665,88690.5409,82402.42039999999,93417.3097
2018-01-03 05:00:00,93062.0039,99086.2656,99225.3082,95904.1366,101677.6357,91579.8536,103571.9628,98695.3236,99810.6268,96239.1682,95368.2998,111662.7871,96780.579,91425.7758,101902.0845,100634.3581,109999.4864,110198.0981,106484.8571,103498.095,88112.3138,92803.6358,89089.9776,98023.056,102101.8802,93236.7373,92749.5604,114072.8738,110594.0294,112320.0548,103027.5322,96034.0464,98531.0222,98149.2544,91915.9261,101908.8873
2018-01-03 06:00:00,104720.9989,107034.84,107558.3562,105563.895,111551.1674,100231.952,113080.5608,106785.664,110876.9297,104539.4474,102131.504,119996.7291,105302.0852,102862.635,113246.5363,109749.4938,118378.0877,120614.2945,116142.8431,111361.6902,93366.7973,101805.9516,96920.1654,106150.0091,111499.7631,102410.743,100686.7252,123276.8261,119850.1871,122043.0058,112610.5172,103913.6112,107638.013,106884.2512,100657.4136,110813.173
2018-01-03 07:00:00,108746.057,112927.4465,113148.497,111810.8572,117692.8869,106574.3281,119098.7302,111201.5603,114202.5837,110846.7732,108742.5065,123894.8589,109309.4059,106305.9641,116731.863,115963.75,123504.4676,124090.9143,119720.3911,116116.3123,98438.2861,108040.2407,102831.3495,108905.2218,115995.5815,105629.4644,103990.3071,127301.4686,124219.1023,127586.8816,116663.4785,109200.0788,113038.8459,113143.9977,105039.1557,114788.1497
2018-01-03 08:00:00,112729.9429,112726.322,115364.5742,111884.997,119634.0096,108500.3866,121976.5483,116092.7964,115915.0406,112137.4533,110650.365,129531.5229,112714.9263,107241.2735,118056.1896,116552.8695,126343.8316,125996.9168,122426.0543,119967.8417,99822.4493,108055.8297,105538.1341,110915.1211,119390.8561,108528.3352,107045.1777,129324.4318,125466.2823,129599.5876,121089.1279,113312.492,113261.2301,115268.7541,108258.8765,116160.0043
2018-01-03 09:00:00,115409.1464,116815.8808,118924.1211,120812.4912,125023.4611,110660.5079,125591.7964,116007.7465,119282.7537,113406.3093,111562.2336,132493.2564,113995.2078,108203.51380000002,123439.4246,119812.5322,129111.7713,130761.8938,126316.751,122201.235,101771.6586,108758.5357,111361.2956,116031.3955,124128.7393,110755.3779,111358.1417,131659.7814,131969.88259999998,130901.067,121726.6679,112482.8831,117190.5493,115406.4045,109298.1489,121477.2679
2018-01-03 10:00:00,115334.5521,117924.3452,119266.539,118828.48619999998,124800.865,113848.5375,127759.6308,119079.5284,123439.6252,113812.3163,115116.8155,135835.1588,116305.8653,111039.2402,124118.9921,121864.4209,130477.083,129987.127,125570.6611,126250.0802,104909.0879,111125.3796,111572.9415,114852.0078,124948.352,110598.9808,111884.784,133615.3535,133453.5066,135713.00770000002,125489.6351,116246.0957,119906.2968,119669.9857,110836.6593,122737.2052
