Datum von,Datum bis,Biomasse [MWh],Wasserkraft [MWh],Wind Offshore [MWh],Wind Onshore [MWh],Photovoltaik [MWh],Sonstige Erneuerbare [MWh],Kernenergie [MWh],Braunkohle [MWh],Steinkohle [MWh],Erdgas [MWh],Pumpspeicher [MWh],Sonstige Konventionelle [MWh]
07.02.2025 19:00,07.02.2025 19:15,1216.50,444.50,1660.75,7041.00,6.75,33.50,-,2731.00,1579.50,2633.25,683.75,487.25
07.02.2025 19:15,07.02.2025 19:30,1218.00,390.00,1604.50,7020.25,3.75,32.75,-,2728.25,1581.25,2614.50,585.75,483.25
07.02.2025 19:30,07.02.2025 19:45,1212.50,396.75,1605.00,6951.25,2.75,32.75,-,2734.00,1572.25,2588.25,476.00,483.75
07.02.2025 19:45,07.02.2025 20:00,1204.50,385.25,1610.50,6963.75,2.50,32.75,-,2727.00,1584.00,2591.50,377.25,482.50
07.02.2025 20:00,07.02.2025 20:15,1174.50,400.25,1678.25,6958.50,5.00,32.75,-,2733.75,1599.50,2578.00,125.25,480.00
07.02.2025 20:15,07.02.2025 20:30,1167.00,379.00,1694.50,6863.25,2.75,32.75,-,2729.50,1602.75,2550.00,27.75,477.25
07.02.2025 20:30,07.02.2025 20:45,1145.25,367.75,1652.00,6790.25,2.25,32.75,-,2703.00,1598.75,2542.25,25.75,477.25
07.02.2025 20:45,07.02.2025 21:00,1139.00,360.00,1655.25,6755.00,2.00,32.75,-,2697.50,1597.50,2532.50,0.25,478.25
07.02.2025 21:00,07.02.2025 21:15,1115.25,357.25,1609.25,6663.25,2.00,32.75,-,2677.75,1591.50,2339.00,34.75,476.25
07.02.2025 21:15,07.02.2025 21:30,1106.25,355.00,1604.75,6594.75,1.75,32.75,-,2663.75,1600.75,2260.25,20.25,471.50
07.02.2025 21:30,07.02.2025 21:45,1093.25,354.50,1604.25,6538.75,1.75,29.75,-,2599.75,1588.00,2232.00,19.50,467.00
07.02.2025 21:45,07.02.2025 22:00,1096.75,353.75,1608.50,6490.25,1.75,30.00,-,2532.50,1585.50,2220.50,0.75,468.25
07.02.2025 22:00,07.02.2025 22:15,1077.75,362.25,1673.25,6232.25,1.50,30.50,-,2490.25,1571.75,2135.75,6.50,471.50
07.02.2025 22:15,07.02.2025 22:30,1077.00,367.50,1672.25,6210.00,1.25,30.75,-,2519.25,1550.50,2119.25,7.25,478.25
07.02.2025 22:30,07.02.2025 22:45,1071.50,367.75,1669.25,6130.25,1.50,32.50,-,2485.00,1543.25,2090.00,4.75,478.25
07.02.2025 22:45,07.02.2025 23:00,1082.50,359.50,1668.00,6078.75,1.50,33.50,-,2439.50,1541.00,2082.00,4.25,478.25
07.02.2025 23:00,07.02.2025 23:15,1076.75,389.50,1621.50,5982.75,1.50,32.75,-,2436.25,1534.75,2030.25,30.75,481.00
07.02.2025 23:15,07.02.2025 23:30,1075.00,357.25,1585.50,5915.00,1.50,32.50,-,2474.50,1517.25,2012.25,18.25,478.75
07.02.2025 23:30,07.02.2025 23:45,1071.75,357.25,1543.25,5863.00,1.50,33.00,-,2482.00,1494.25,2010.00,17.25,479.00
07.02.2025 23:45,08.02.2025 00:00,1069.50,356.00,1494.75,5824.50,1.50,33.25,-,2408.25,1464.00,2012.25,23.00,476.00
08.02.2025 00:00,08.02.2025 00:15,1059.25,363.25,1504.25,5822.75,1.50,33.25,-,2216.50,1308.25,1938.25,7.00,408.75
08.02.2025 00:15,08.02.2025 00:30,1058.00,372.75,1519.75,5814.25,1.50,33.50,-,2120.00,1258.50,2030.25,2.75,407.25
08.02.2025 00:30,08.02.2025 00:45,1058.00,378.75,1524.75,5766.00,1.50,33.75,-,2059.25,1247.50,2032.50,3.75,403.00
08.02.2025 00:45,08.02.2025 01:00,1056.75,355.25,1493.00,5721.25,1.50,33.25,-,2040.75,1233.25,2048.50,1.75,406.50
08.02.2025 01:00,08.02.2025 01:15,1047.25,371.25,1539.75,5685.00,1.50,33.00,-,2020.50,1162.75,2069.25,20.00,408.50
08.02.2025 01:15,08.02.2025 01:30,1042.00,358.75,1587.75,5654.00,1.50,33.25,-,2009.75,1143.00,2069.00,23.25,408.50
08.02.2025 01:30,08.02.2025 01:45,1039.50,355.00,1610.50,5586.50,1.50,33.25,-,1992.50,1140.75,2068.00,16.75,408.25
08.02.2025 01:45,08.02.2025 02:00,1042.00,353.75,1629.75,5528.00,1.50,32.75,-,1988.75,1142.00,2072.00,14.50,406.50
08.02.2025 02:00,08.02.2025 02:15,1042.50,355.25,1562.00,5518.50,1.50,33.00,-,1976.00,1149.00,2131.00,1.25,406.75
08.02.2025 02:15,08.02.2025 02:30,1042.75,354.25,1565.00,5504.75,1.50,33.00,-,1976.50,1148.50,2115.75,1.25,406.00
08.02.2025 02:30,08.02.2025 02:45,1040.50,353.25,1571.00,5501.50,1.75,33.00,-,1983.00,1145.25,2131.25,0.00,402.25
08.02.2025 02:45,08.02.2025 03:00,1040.25,351.75,1571.75,5483.25,1.75,33.00,-,1969.25,1140.75,2135.25,0.00,404.00
08.02.2025 03:00,08.02.2025 03:15,1040.00,351.75,1595.50,5481.50,1.75,33.00,-,1999.50,1159.00,2166.50,2.25,412.50
08.02.2025 03:15,08.02.2025 03:30,1041.25,350.25,1602.00,5505.50,1.75,33.00,-,1970.75,1179.75,2128.00,0.25,412.50
08.02.2025 03:30,08.02.2025 03:45,1041.75,350.75,1602.50,5474.50,1.75,31.25,-,1985.75,1180.00,2106.25,2.50,411.25
08.02.2025 03:45,08.02.2025 04:00,1044.00,350.25,1601.00,5436.75,1.75,27.75,-,1992.25,1162.50,2112.00,2.50,411.25
08.02.2025 04:00,08.02.2025 04:15,1047.50,368.50,1633.75,5390.00,1.75,27.50,-,2003.00,1147.75,2163.25,7.75,413.00
08.02.2025 04:15,08.02.2025 04:30,1050.50,364.50,1609.00,5348.50,1.75,27.50,-,2037.75,1147.75,2162.75,8.50,413.25
08.02.2025 04:30,08.02.2025 04:45,1052.25,365.75,1611.25,5340.75,1.75,27.75,-,2069.00,1149.25,2160.75,8.75,411.00
08.02.2025 04:45,08.02.2025 05:00,1055.25,353.50,1612.75,5357.75,1.75,27.50,-,2090.25,1158.75,2158.75,7.25,412.75
08.02.2025 05:00,08.02.2025 05:15,1058.50,350.75,1671.75,5349.50,1.50,27.50,-,2123.50,1156.75,2137.75,4.00,417.25
08.02.2025 05:15,08.02.2025 05:30,1063.75,351.50,1682.25,5292.25,1.50,27.75,-,2137.75,1154.75,2135.00,4.00,410.25
08.02.2025 05:30,08.02.2025 05:45,1061.00,351.00,1690.50,5270.25,1.75,27.75,-,2156.00,1161.00,2162.00,4.00,413.75
08.02.2025 05:45,08.02.2025 06:00,1065.00,350.50,1715.00,5232.50,1.75,27.75,-,2175.00,1181.00,2191.50,3.75,414.50
08.02.2025 06:00,08.02.2025 06:15,1074.00,349.75,1715.75,5382.00,1.50,27.75,-,2238.50,1245.25,2145.75,4.50,408.75
08.02.2025 06:15,08.02.2025 06:30,1083.00,350.75,1728.50,5303.00,1.50,27.25,-,2282.50,1264.00,2137.75,9.00,402.00
08.02.2025 06:30,08.02.2025 06:45,1091.50,354.00,1730.25,5204.50,1.50,27.25,-,2341.50,1325.75,2142.25,15.50,397.50
08.02.2025 06:45,08.02.2025 07:00,1101.50,364.00,1730.00,5156.50,2.25,27.25,-,2374.75,1319.25,2183.00,18.25,390.25
08.02.2025 07:00,08.02.2025 07:15,1122.25,389.75,1713.75,5102.25,1.75,27.25,-,2418.25,1290.75,2196.75,108.00,387.25
08.02.2025 07:15,08.02.2025 07:30,1137.50,394.50,1752.75,5068.25,3.25,27.25,-,2425.00,1235.00,2190.50,140.75,385.25
08.02.2025 07:30,08.02.2025 07:45,1151.75,392.75,1768.50,5075.50,15.50,27.25,-,2445.00,1239.50,2205.00,133.75,385.50
08.02.2025 07:45,08.02.2025 08:00,1162.50,398.00,1737.75,5076.75,101.00,27.00,-,2448.00,1252.50,2234.25,217.00,384.75
08.02.2025 08:00,08.02.2025 08:15,1176.25,387.75,1699.00,5050.75,353.25,27.00,-,2384.50,1263.25,2224.50,339.00,385.00
08.02.2025 08:15,08.02.2025 08:30,1181.75,399.50,1710.50,4946.75,719.00,27.25,-,2408.75,1253.00,2207.50,219.25,386.50
08.02.2025 08:30,08.02.2025 08:45,1176.75,398.00,1703.50,4780.25,1148.25,27.00,-,2408.50,1245.00,2201.75,236.50,384.50
08.02.2025 08:45,08.02.2025 09:00,1179.00,384.50,1675.50,4579.50,1630.75,27.00,-,2330.75,1230.00,2206.75,218.00,384.25
08.02.2025 09:00,08.02.2025 09:15,1169.00,402.75,1668.00,4430.50,2183.25,27.00,-,2241.25,1191.50,2151.75,188.25,386.75
08.02.2025 09:15,08.02.2025 09:30,1163.75,391.00,1637.50,4287.75,2766.50,26.75,-,2207.25,1176.25,2129.50,105.75,386.50
08.02.2025 09:30,08.02.2025 09:45,1151.00,370.75,1555.25,4148.00,3356.75,26.50,-,2148.75,1158.25,2116.50,49.25,386.25
08.02.2025 09:45,08.02.2025 10:00,1145.75,371.75,1499.75,4002.50,3905.75,26.75,-,2061.75,1128.75,2101.25,41.25,388.00
08.02.2025 10:00,08.02.2025 10:15,1114.25,376.50,1385.50,3928.50,4432.25,26.75,-,2007.25,1082.50,1951.75,1.75,382.50
08.02.2025 10:15,08.02.2025 10:30,1105.25,380.25,1416.25,3813.00,4944.00,26.25,-,1935.00,1082.25,1856.75,0.00,388.50
08.02.2025 10:30,08.02.2025 10:45,1098.00,384.75,1402.50,3678.00,5445.25,26.25,-,1928.50,1079.75,1822.75,12.75,393.25
08.02.2025 10:45,08.02.2025 11:00,1094.25,387.50,1387.50,3532.75,5883.50,26.25,-,1932.00,1077.75,1812.50,13.25,389.25
08.02.2025 11:00,08.02.2025 11:15,1078.50,394.75,1227.50,3442.25,6272.50,26.25,-,1919.50,1083.00,1717.00,1.75,389.00
08.02.2025 11:15,08.02.2025 11:30,1076.00,397.75,1200.25,3311.25,6572.75,26.25,-,1906.25,1087.25,1657.25,0.00,339.50
08.02.2025 11:30,08.02.2025 11:45,1074.25,398.75,1183.00,3189.75,6777.00,26.00,-,1903.75,1085.25,1651.75,0.00,344.75
08.02.2025 11:45,08.02.2025 12:00,1076.75,405.50,1160.00,3023.25,6931.25,26.25,-,1735.75,1177.25,1639.00,0.00,342.25
08.02.2025 12:00,08.02.2025 12:15,1062.75,417.50,1080.75,2929.00,7006.25,26.00,-,1733.25,1194.00,1597.25,0.25,343.50
08.02.2025 12:15,08.02.2025 12:30,1064.75,425.25,1070.25,2786.75,7099.25,25.75,-,1730.25,1203.00,1598.00,16.25,349.25
08.02.2025 12:30,08.02.2025 12:45,1063.50,426.75,1046.00,2690.25,7060.25,25.75,-,1717.25,1188.50,1598.00,0.00,351.00
08.02.2025 12:45,08.02.2025 13:00,1066.00,426.50,1012.00,2560.50,6957.50,25.75,-,1730.00,1188.75,1600.00,24.50,350.75
08.02.2025 13:00,08.02.2025 13:15,1062.25,433.50,1243.00,2499.50,6793.75,25.75,-,1752.50,1186.50,1584.50,37.50,355.50
08.02.2025 13:15,08.02.2025 13:30,1062.25,454.00,1290.00,2479.25,6594.25,25.50,-,1762.50,1190.00,1551.50,31.25,357.25
08.02.2025 13:30,08.02.2025 13:45,1069.00,445.00,1274.25,2467.00,6318.25,25.50,-,1764.75,1198.00,1540.00,12.75,362.00
08.02.2025 13:45,08.02.2025 14:00,1073.50,417.50,1238.50,2424.25,6028.25,25.25,-,1792.25,1207.00,1519.75,17.25,355.00
08.02.2025 14:00,08.02.2025 14:15,1077.25,416.25,1574.25,2348.00,5666.75,25.50,-,1859.25,1267.25,1600.00,12.25,355.00
08.02.2025 14:15,08.02.2025 14:30,1080.50,401.25,1586.50,2311.75,5321.25,25.50,-,2001.25,1281.50,1632.00,3.75,363.25
08.02.2025 14:30,08.02.2025 14:45,1088.50,389.00,1526.25,2332.00,4886.75,25.50,-,2122.50,1302.25,1653.75,3.50,364.50
08.02.2025 14:45,08.02.2025 15:00,1095.00,377.50,1477.75,2341.00,4389.25,25.75,-,2239.75,1356.50,1663.50,33.25,368.00
08.02.2025 15:00,08.02.2025 15:15,1106.00,374.75,1538.25,2367.25,3926.00,25.50,-,2390.75,1417.25,1796.50,53.25,368.25
08.02.2025 15:15,08.02.2025 15:30,1112.00,394.75,1496.00,2417.75,3410.25,25.50,-,2539.25,1472.50,1816.50,47.50,366.50
08.02.2025 15:30,08.02.2025 15:45,1122.00,414.25,1464.00,2442.50,2854.75,25.75,-,2617.50,1580.50,1865.50,123.50,370.00
08.02.2025 15:45,08.02.2025 16:00,1137.25,427.25,1438.00,2491.00,2294.75,25.75,-,2647.00,1654.50,1900.00,182.25,371.25
08.02.2025 16:00,08.02.2025 16:15,1165.75,386.25,1396.25,2549.75,1718.00,25.75,-,2660.75,1718.75,1985.00,42.75,368.25
08.02.2025 16:15,08.02.2025 16:30,1184.50,400.75,1340.00,2619.25,1180.25,25.75,-,2707.25,1749.50,2143.50,113.50,370.75
08.02.2025 16:30,08.02.2025 16:45,1196.75,437.75,1318.50,2780.25,705.50,25.75,-,2710.00,1805.25,2275.25,169.00,374.50
08.02.2025 16:45,08.02.2025 17:00,1209.00,477.50,1309.00,2939.50,345.25,25.75,-,2701.75,1840.50,2354.00,322.75,378.00
08.02.2025 17:00,08.02.2025 17:15,1229.25,410.00,1292.75,3139.75,113.25,25.75,-,2712.50,1862.50,2435.75,509.00,369.00
08.02.2025 17:15,08.02.2025 17:30,1239.75,434.50,1269.50,3333.00,20.00,25.75,-,2704.25,1871.50,2444.25,528.00,369.25
08.02.2025 17:30,08.02.2025 17:45,1235.75,462.25,1218.75,3546.25,4.50,26.00,-,2721.50,1877.25,2452.75,620.75,369.50
08.02.2025 17:45,08.02.2025 18:00,1233.50,439.75,1189.75,3825.75,4.75,25.75,-,2722.00,1877.25,2439.75,719.00,376.25
08.02.2025 18:00,08.02.2025 18:15,1246.50,419.75,1153.00,4092.25,5.00,25.75,-,2727.50,1887.00,2521.25,609.50,389.75
08.02.2025 18:15,08.02.2025 18:30,1240.75,390.75,1080.75,4268.00,3.50,25.75,-,2734.50,1892.25,2522.50,587.50,388.75
08.02.2025 18:30,08.02.2025 18:45,1237.50,377.75,1031.50,4358.50,4.50,25.75,-,2746.75,1889.25,2525.75,541.25,392.00
08.02.2025 18:45,08.02.2025 19:00,1238.25,390.25,1033.50,4412.00,4.00,25.75,-,2733.50,1902.75,2521.00,446.50,394.00
08.02.2025 19:00,08.02.2025 19:15,1236.00,427.75,957.75,4433.00,5.75,25.75,-,2746.50,1904.75,2575.25,672.00,394.25
08.02.2025 19:15,08.02.2025 19:30,1240.50,392.25,889.50,4432.00,3.75,25.75,-,2755.75,1901.50,2611.00,506.00,387.50
08.02.2025 19:30,08.02.2025 19:45,1234.25,432.00,862.50,4360.75,4.75,25.75,-,2751.25,1902.75,2619.50,567.75,384.25
08.02.2025 19:45,08.02.2025 20:00,1228.25,430.75,770.25,4264.50,6.75,25.75,-,2756.75,1903.75,2599.00,424.00,382.50
08.02.2025 20:00,08.02.2025 20:15,1212.25,429.00,727.00,4123.75,6.25,25.75,-,2720.25,1932.75,2598.00,682.00,379.00
08.02.2025 20:15,08.02.2025 20:30,1210.25,396.00,679.75,3982.50,3.75,26.00,-,2702.00,1957.25,2589.25,531.50,378.00
08.02.2025 20:30,08.02.2025 20:45,1206.00,386.50,657.50,3855.75,2.50,25.75,-,2706.75,1981.75,2583.75,400.25,376.50
08.02.2025 20:45,08.02.2025 21:00,1203.00,381.25,665.25,3704.25,4.75,26.00,-,2702.75,1979.75,2549.00,285.75,378.25
08.02.2025 21:00,08.02.2025 21:15,1185.00,383.75,669.50,3557.25,2.00,26.25,-,2638.00,1973.25,2488.00,252.50,376.00
08.02.2025 21:15,08.02.2025 21:30,1183.25,361.75,656.75,3413.25,3.75,26.00,-,2604.25,1975.50,2476.50,185.25,373.25
08.02.2025 21:30,08.02.2025 21:45,1180.00,351.75,629.25,3312.75,5.00,26.00,-,2601.25,1974.75,2480.00,217.25,379.75
08.02.2025 21:45,08.02.2025 22:00,1175.75,351.25,590.75,3228.00,1.75,26.25,-,2576.50,1972.25,2410.75,205.00,385.75
08.02.2025 22:00,08.02.2025 22:15,1156.25,367.25,558.75,3074.00,4.25,26.25,-,2534.50,1998.00,2488.50,281.25,382.50
08.02.2025 22:15,08.02.2025 22:30,1149.00,361.75,514.00,2996.00,1.75,26.50,-,2512.50,1996.25,2479.25,289.25,382.50
08.02.2025 22:30,08.02.2025 22:45,1145.75,353.25,467.25,2903.75,4.50,26.50,-,2522.75,1996.25,2444.50,258.50,381.00
08.02.2025 22:45,08.02.2025 23:00,1142.75,352.25,420.00,2819.50,1.75,26.50,-,2522.00,1994.25,2395.50,233.75,380.25
08.02.2025 23:00,08.02.2025 23:15,1128.75,345.75,410.25,2729.75,2.50,26.50,-,2554.50,1960.75,2382.25,46.75,387.00
08.02.2025 23:15,08.02.2025 23:30,1125.00,344.75,407.75,2621.00,1.75,26.25,-,2552.50,1956.75,2353.50,25.00,387.25
08.02.2025 23:30,08.02.2025 23:45,1115.50,344.25,396.50,2523.00,1.75,26.50,-,2520.00,1946.50,2347.00,13.75,389.25
08.02.2025 23:45,09.02.2025 00:00,1108.00,343.50,377.50,2436.00,1.50,26.75,-,2490.00,1903.00,2291.25,13.00,385.75
09.02.2025 00:00,09.02.2025 00:15,1091.75,343.50,373.25,2341.50,1.50,26.75,-,2382.00,1862.75,2367.00,44.75,426.50
09.02.2025 00:15,09.02.2025 00:30,1090.25,356.50,366.25,2251.75,1.50,26.50,-,2315.75,1818.50,2394.50,50.50,386.25
09.02.2025 00:30,09.02.2025 00:45,1083.00,340.50,375.25,2182.25,1.50,26.75,-,2315.75,1791.75,2425.50,32.25,385.75
09.02.2025 00:45,09.02.2025 01:00,1081.25,338.25,316.75,2132.25,1.50,26.75,-,2318.00,1769.00,2418.25,26.75,389.00
09.02.2025 01:00,09.02.2025 01:15,1076.75,345.50,360.75,2058.75,3.00,26.75,-,2236.00,1786.00,2396.25,88.50,383.00
09.02.2025 01:15,09.02.2025 01:30,1075.50,341.25,351.50,2022.50,2.25,27.00,-,2221.75,1791.00,2415.50,60.00,382.50
09.02.2025 01:30,09.02.2025 01:45,1073.50,341.25,323.50,1973.25,1.50,27.00,-,2224.75,1795.50,2425.00,34.75,386.25
09.02.2025 01:45,09.02.2025 02:00,1071.25,340.75,331.75,1928.25,1.25,26.75,-,2225.75,1797.50,2412.00,24.50,392.50
09.02.2025 02:00,09.02.2025 02:15,1065.00,348.25,377.50,1901.75,1.50,27.00,-,2269.25,1769.50,2413.25,65.75,392.00
09.02.2025 02:15,09.02.2025 02:30,1064.75,341.50,435.00,1870.25,1.25,27.00,-,2286.25,1746.25,2375.75,55.75,389.00
09.02.2025 02:30,09.02.2025 02:45,1064.50,340.25,545.25,1847.75,1.50,26.75,-,2283.25,1718.75,2399.75,41.25,380.75
09.02.2025 02:45,09.02.2025 03:00,1057.25,339.00,554.00,1829.75,1.50,26.75,-,2309.50,1687.25,2347.00,72.00,384.75
09.02.2025 03:00,09.02.2025 03:15,1055.25,338.25,522.75,1830.25,1.25,26.75,-,2409.00,1683.25,2262.25,58.25,379.25
09.02.2025 03:15,09.02.2025 03:30,1052.50,338.00,557.25,1828.50,1.25,26.75,-,2449.00,1684.75,2222.25,33.50,374.50
09.02.2025 03:30,09.02.2025 03:45,1050.00,337.75,590.75,1840.25,1.25,26.75,-,2451.25,1686.50,2209.50,36.25,381.00
09.02.2025 03:45,09.02.2025 04:00,1050.75,336.75,612.50,1868.50,1.25,26.75,-,2470.00,1686.75,2195.75,22.00,384.75
09.02.2025 04:00,09.02.2025 04:15,1054.25,336.75,554.50,1867.25,1.25,26.75,-,2556.50,1691.00,2140.75,29.50,386.75
09.02.2025 04:15,09.02.2025 04:30,1054.50,336.25,587.00,1868.50,1.25,26.75,-,2577.25,1688.75,2098.25,40.50,385.75
09.02.2025 04:30,09.02.2025 04:45,1055.75,337.00,614.25,1880.25,1.25,27.00,-,2584.75,1688.00,2072.75,24.50,383.50
09.02.2025 04:45,09.02.2025 05:00,1056.75,337.50,617.00,1897.50,1.50,26.75,-,2616.00,1677.50,2045.75,14.00,382.25
09.02.2025 05:00,09.02.2025 05:15,1062.25,338.25,579.75,1909.00,1.25,26.50,-,2644.00,1661.00,2035.50,16.75,383.75
09.02.2025 05:15,09.02.2025 05:30,1062.75,337.75,590.00,1939.50,1.25,26.75,-,2604.25,1656.50,2030.25,16.50,385.00
09.02.2025 05:30,09.02.2025 05:45,1063.50,338.00,600.50,1979.25,1.25,26.50,-,2599.50,1643.50,2031.25,22.75,384.25
09.02.2025 05:45,09.02.2025 06:00,1068.00,341.25,607.00,2006.50,1.00,26.50,-,2590.25,1641.00,2026.25,31.00,379.50
09.02.2025 06:00,09.02.2025 06:15,1080.75,344.25,593.25,2075.25,1.25,26.50,-,2554.00,1627.75,2030.75,17.25,375.50
09.02.2025 06:15,09.02.2025 06:30,1091.75,344.50,580.25,2118.25,1.25,26.50,-,2532.75,1620.75,2030.75,29.50,379.75
09.02.2025 06:30,09.02.2025 06:45,1097.00,355.50,567.50,2146.50,1.75,26.25,-,2533.25,1625.25,2059.50,77.75,378.75
09.02.2025 06:45,09.02.2025 07:00,1107.25,355.50,552.75,2155.25,5.50,26.25,-,2523.75,1638.50,2065.50,65.00,373.00
09.02.2025 07:00,09.02.2025 07:15,1128.50,348.75,575.00,2144.25,1.75,26.25,-,2481.00,1659.00,2078.00,12.75,369.00
09.02.2025 07:15,09.02.2025 07:30,1145.50,351.00,540.75,2137.25,4.75,26.25,-,2469.75,1685.75,2142.00,10.00,373.50
09.02.2025 07:30,09.02.2025 07:45,1160.25,350.50,469.25,2138.50,20.50,26.00,-,2446.75,1696.50,2247.25,46.25,377.50
09.02.2025 07:45,09.02.2025 08:00,1167.75,350.50,489.25,2159.50,109.25,25.75,-,2353.75,1718.75,2276.25,59.00,378.00
09.02.2025 08:00,09.02.2025 08:15,1177.00,350.00,779.75,2159.75,345.75,26.00,-,2262.75,1731.25,2296.50,88.00,369.75
09.02.2025 08:15,09.02.2025 08:30,1180.50,351.00,807.50,2091.75,679.50,25.75,-,2235.75,1759.50,2345.25,129.25,367.50
09.02.2025 08:30,09.02.2025 08:45,1181.75,354.50,833.25,1983.50,1046.75,25.75,-,2235.25,1761.50,2362.25,56.00,376.75
09.02.2025 08:45,09.02.2025 09:00,1176.50,357.50,867.50,1907.25,1459.25,26.00,-,2146.25,1743.75,2399.25,26.00,372.00
09.02.2025 09:00,09.02.2025 09:15,1160.50,365.50,829.75,1795.75,1939.50,26.00,-,2017.00,1728.25,2456.50,171.75,366.00
09.02.2025 09:15,09.02.2025 09:30,1154.00,367.25,844.25,1693.75,2464.50,26.25,-,1982.25,1712.00,2487.50,114.25,359.75
09.02.2025 09:30,09.02.2025 09:45,1138.50,371.25,863.50,1567.50,2999.25,26.25,-,1969.50,1672.75,2491.75,42.00,358.75
09.02.2025 09:45,09.02.2025 10:00,1131.00,373.75,894.75,1428.75,3526.00,26.00,-,1950.25,1649.50,2509.00,42.50,356.25
09.02.2025 10:00,09.02.2025 10:15,1110.50,392.00,902.25,1330.75,3951.50,26.00,-,1872.50,1634.75,2477.75,68.25,358.50
09.02.2025 10:15,09.02.2025 10:30,1102.25,385.00,919.00,1258.75,4274.50,25.75,-,1851.75,1628.50,2462.00,8.25,362.75
09.02.2025 10:30,09.02.2025 10:45,1095.75,382.00,927.50,1202.75,4629.00,25.75,-,1855.00,1586.75,2450.25,22.00,360.75
09.02.2025 10:45,09.02.2025 11:00,1096.75,390.50,947.75,1159.00,4912.25,25.25,-,1847.50,1556.50,2471.25,1.25,358.75
09.02.2025 11:00,09.02.2025 11:15,1083.25,398.00,949.25,1133.75,5148.50,25.25,-,1842.00,1529.00,2429.75,45.00,359.25
09.02.2025 11:15,09.02.2025 11:30,1079.25,394.50,963.25,1132.50,5343.25,25.25,-,1825.75,1510.75,2425.75,1.25,356.50
09.02.2025 11:30,09.02.2025 11:45,1080.50,379.00,958.00,1143.00,5503.00,25.00,-,1832.50,1486.00,2423.75,0.75,363.75
09.02.2025 11:45,09.02.2025 12:00,1078.75,371.75,936.25,1167.75,5573.50,25.00,-,1832.00,1491.50,2409.50,0.75,361.25
09.02.2025 12:00,09.02.2025 12:15,1065.00,374.50,938.25,1194.75,5629.75,25.25,-,1831.75,1506.00,2349.50,13.25,362.00
09.02.2025 12:15,09.02.2025 12:30,1067.00,376.75,933.00,1217.75,5594.25,25.75,-,1836.25,1528.75,2336.00,0.25,362.00
09.02.2025 12:30,09.02.2025 12:45,1065.25,375.25,937.50,1237.25,5567.75,25.25,-,1834.50,1524.75,2333.25,0.25,357.00
09.02.2025 12:45,09.02.2025 13:00,1065.75,368.25,952.75,1248.25,5464.00,25.50,-,1825.25,1525.50,2327.50,3.75,357.50
09.02.2025 13:00,09.02.2025 13:15,1056.25,367.00,1055.50,1281.00,5304.00,25.50,-,1814.50,1503.75,2315.00,3.00,360.50
09.02.2025 13:15,09.02.2025 13:30,1055.75,355.00,1048.50,1320.25,5151.25,25.25,-,1784.75,1478.25,2310.25,2.75,359.00
09.02.2025 13:30,09.02.2025 13:45,1053.50,357.00,1071.25,1350.75,4954.00,25.50,-,1776.75,1466.50,2308.00,2.75,360.75
09.02.2025 13:45,09.02.2025 14:00,1055.75,358.25,1112.00,1369.50,4639.00,25.75,-,1842.25,1470.50,2304.75,2.50,361.25
09.02.2025 14:00,09.02.2025 14:15,1057.25,356.25,1083.75,1414.50,4291.00,26.00,-,1925.50,1474.25,2316.75,4.25,363.25
09.02.2025 14:15,09.02.2025 14:30,1060.00,351.00,1144.75,1477.25,3905.50,25.75,-,1956.25,1456.00,2331.75,3.00,372.50
09.02.2025 14:30,09.02.2025 14:45,1064.00,351.25,1219.75,1546.25,3518.75,25.75,-,1992.00,1460.25,2337.25,4.50,375.00
09.02.2025 14:45,09.02.2025 15:00,1067.50,380.50,1283.50,1622.25,3092.00,25.75,-,2086.50,1466.25,2359.75,13.50,372.75
09.02.2025 15:00,09.02.2025 15:15,1074.00,368.50,1214.50,1715.00,2668.25,25.50,-,2319.50,1462.75,2393.00,4.00,374.25
09.02.2025 15:15,09.02.2025 15:30,1080.00,357.25,1240.25,1792.50,2274.00,25.50,-,2455.75,1534.00,2399.50,36.75,375.50
09.02.2025 15:30,09.02.2025 15:45,1092.25,346.75,1370.00,1880.75,1845.00,25.50,-,2501.00,1522.00,2409.75,8.00,378.25
09.02.2025 15:45,09.02.2025 16:00,1110.25,343.50,1425.25,1951.50,1453.50,25.00,-,2570.50,1565.00,2427.00,46.00,379.25
09.02.2025 16:00,09.02.2025 16:15,1144.50,353.50,1554.25,2042.25,1106.00,25.25,-,2646.75,1652.25,2502.75,123.50,380.75
09.02.2025 16:15,09.02.2025 16:30,1166.50,353.25,1634.25,2136.75,798.00,25.25,-,2657.50,1698.00,2502.75,103.00,383.00
09.02.2025 16:30,09.02.2025 16:45,1178.75,366.75,1702.25,2224.25,504.00,25.50,-,2673.00,1728.75,2528.50,116.25,381.50
09.02.2025 16:45,09.02.2025 17:00,1190.75,393.75,1737.75,2385.50,267.00,25.50,-,2672.50,1767.50,2574.50,308.25,382.00
09.02.2025 17:00,09.02.2025 17:15,1214.00,361.00,1691.50,2521.25,107.25,25.25,-,2667.25,1792.00,2648.75,275.50,390.25
09.02.2025 17:15,09.02.2025 17:30,1225.75,392.00,1696.75,2674.25,21.50,25.25,-,2685.75,1794.75,2681.75,470.75,392.75
09.02.2025 17:30,09.02.2025 17:45,1234.25,370.25,1719.25,2765.50,5.00,25.25,-,2694.75,1793.50,2727.00,582.25,398.25
