Datum von,Datum bis,Biomasse [MWh],Wasserkraft [MWh],Wind Offshore [MWh],Wind Onshore [MWh],Photovoltaik [MWh],Sonstige Erneuerbare [MWh],Kernenergie [MWh],Braunkohle [MWh],Steinkohle [MWh],Erdgas [MWh],Pumpspeicher [MWh],Sonstige Konventionelle [MWh]
01.01.2025 00:00,01.01.2025 00:15,987.75,358.75,603.75,8241.75,2.50,32.75,-,813.25,757.25,1177.75,113.25,492.00
01.01.2025 00:15,01.01.2025 00:30,955.75,374.50,650.25,8206.25,2.25,32.75,-,816.75,688.75,1173.75,209.50,466.75
01.01.2025 00:30,01.01.2025 00:45,941.00,353.00,635.50,8206.00,2.25,32.75,-,815.75,682.00,1162.75,108.75,466.50
01.01.2025 00:45,01.01.2025 01:00,934.00,354.75,612.50,8221.75,2.50,33.00,-,823.75,678.50,1178.25,26.50,469.75
01.01.2025 01:00,01.01.2025 01:15,950.00,349.25,563.25,8312.25,2.50,32.75,-,957.75,676.75,1126.75,91.75,468.50
01.01.2025 01:15,01.01.2025 01:30,938.00,335.25,627.50,8371.50,2.50,32.75,-,964.25,681.50,1058.00,21.25,463.75
01.01.2025 01:30,01.01.2025 01:45,937.00,346.00,602.75,8409.25,2.25,32.75,-,921.25,679.75,1052.75,31.25,467.75
01.01.2025 01:45,01.01.2025 02:00,938.00,349.50,602.00,8427.00,2.25,32.75,-,896.00,681.00,1090.00,0.00,471.00
01.01.2025 02:00,01.01.2025 02:15,929.00,337.75,669.00,8443.25,2.25,32.75,-,827.25,680.75,1046.50,1.00,465.75
01.01.2025 02:15,01.01.2025 02:30,935.25,330.75,666.00,8478.25,2.25,32.75,-,814.00,681.50,1059.00,0.00,457.50
01.01.2025 02:30,01.01.2025 02:45,934.75,341.75,646.50,8425.00,2.25,32.75,-,816.50,678.50,1055.00,0.00,461.00
01.01.2025 02:45,01.01.2025 03:00,938.00,333.50,632.50,8420.50,2.25,32.75,-,807.25,676.25,1057.25,0.00,453.00
01.01.2025 03:00,01.01.2025 03:15,937.25,332.25,451.25,8180.25,2.50,33.00,-,808.25,678.25,1047.50,76.50,448.75
01.01.2025 03:15,01.01.2025 03:30,936.00,331.75,436.75,8152.25,2.25,31.50,-,805.75,661.50,1066.25,20.50,445.25
01.01.2025 03:30,01.01.2025 03:45,932.25,327.25,410.25,8233.50,2.25,31.00,-,805.25,648.25,1081.25,0.00,447.00
01.01.2025 03:45,01.01.2025 04:00,934.00,325.00,386.00,8310.25,2.25,32.25,-,807.25,651.00,1084.50,0.00,448.00
01.01.2025 04:00,01.01.2025 04:15,932.75,338.75,356.00,8267.00,2.25,32.25,-,812.75,648.25,1085.00,2.50,444.00
01.01.2025 04:15,01.01.2025 04:30,929.00,328.00,344.75,8237.75,2.25,32.25,-,810.25,651.00,1087.50,0.50,444.25
01.01.2025 04:30,01.01.2025 04:45,926.50,329.75,324.25,8276.50,2.25,32.25,-,808.25,646.75,1077.00,0.25,441.50
01.01.2025 04:45,01.01.2025 05:00,926.25,325.00,302.75,8332.50,2.25,30.75,-,806.25,637.25,1085.50,0.00,440.50
01.01.2025 05:00,01.01.2025 05:15,924.50,322.75,316.75,8361.75,2.50,31.50,-,803.50,601.50,1111.25,0.00,443.50
01.01.2025 05:15,01.01.2025 05:30,927.25,324.75,307.75,8369.00,2.25,32.50,-,806.25,597.25,1118.00,0.00,442.75
01.01.2025 05:30,01.01.2025 05:45,930.00,325.00,291.75,8412.00,2.25,33.00,-,808.25,601.25,1116.75,0.00,440.50
01.01.2025 05:45,01.01.2025 06:00,934.00,325.75,247.00,8428.00,2.25,32.75,-,805.75,603.25,1118.00,0.00,439.25
01.01.2025 06:00,01.01.2025 06:15,938.50,334.00,233.75,8864.75,2.50,32.50,-,810.50,587.25,1115.00,4.75,444.50
01.01.2025 06:15,01.01.2025 06:30,937.50,335.50,251.50,8846.00,2.50,32.25,-,810.50,577.75,1111.50,8.50,440.75
01.01.2025 06:30,01.01.2025 06:45,935.75,333.25,275.75,8833.25,2.75,32.25,-,809.00,554.25,1121.75,3.25,436.25
01.01.2025 06:45,01.01.2025 07:00,939.75,347.75,276.00,8896.25,2.75,32.50,-,807.00,549.00,1129.50,0.25,441.50
01.01.2025 07:00,01.01.2025 07:15,948.00,374.75,314.25,8992.50,2.75,32.50,-,819.50,519.25,1125.25,80.75,438.50
01.01.2025 07:15,01.01.2025 07:30,947.75,369.25,317.50,9010.25,2.75,32.25,-,813.75,494.25,1112.50,5.75,442.25
01.01.2025 07:30,01.01.2025 07:45,935.25,359.50,336.50,9049.25,3.00,32.25,-,808.00,497.25,1103.75,5.75,439.50
01.01.2025 07:45,01.01.2025 08:00,952.00,350.50,341.75,9037.75,4.00,32.25,-,810.00,477.00,1085.50,2.75,440.75
01.01.2025 08:00,01.01.2025 08:15,967.75,351.75,576.50,8965.00,11.00,32.00,-,807.50,472.25,1071.50,6.00,437.50
01.01.2025 08:15,01.01.2025 08:30,974.00,352.75,627.25,8954.00,52.00,32.25,-,808.00,475.25,1020.75,16.75,436.75
01.01.2025 08:30,01.01.2025 08:45,974.50,359.25,609.75,8878.50,233.00,32.25,-,813.00,458.00,986.25,17.25,434.50
01.01.2025 08:45,01.01.2025 09:00,970.50,347.50,605.50,8864.00,427.50,32.25,-,812.75,454.50,1002.25,16.75,439.75
01.01.2025 09:00,01.01.2025 09:15,973.00,355.75,559.50,8675.50,653.25,32.00,-,808.25,456.75,1004.50,6.75,438.75
01.01.2025 09:15,01.01.2025 09:30,971.25,371.50,525.50,8635.25,884.50,32.00,-,810.25,455.50,1004.75,10.25,437.75
01.01.2025 09:30,01.01.2025 09:45,975.50,373.25,505.00,8624.25,1137.00,32.00,-,810.25,456.75,1004.00,14.25,438.25
01.01.2025 09:45,01.01.2025 10:00,975.50,346.00,503.75,8662.25,1377.00,32.25,-,809.75,459.25,996.50,9.25,443.00
01.01.2025 10:00,01.01.2025 10:15,964.75,365.00,542.50,8939.00,1619.00,31.75,-,817.75,458.25,1002.25,11.25,446.50
01.01.2025 10:15,01.01.2025 10:30,960.25,349.50,547.25,9068.50,1866.00,31.75,-,818.00,459.25,996.25,6.25,452.25
01.01.2025 10:30,01.01.2025 10:45,947.75,365.75,508.25,9084.00,2096.25,31.75,-,818.50,463.00,991.00,8.50,446.25
01.01.2025 10:45,01.01.2025 11:00,949.25,351.25,518.25,9055.50,2331.75,31.50,-,819.00,463.75,998.50,0.50,446.50
01.01.2025 11:00,01.01.2025 11:15,959.00,360.00,460.00,9085.00,2546.25,31.25,-,817.75,461.00,997.00,8.00,453.25
01.01.2025 11:15,01.01.2025 11:30,960.00,359.25,464.00,8998.50,2742.75,31.25,-,816.50,462.50,990.50,11.50,457.00
01.01.2025 11:30,01.01.2025 11:45,961.50,361.00,463.00,8948.75,2874.75,31.00,-,816.25,462.75,993.50,11.50,457.50
01.01.2025 11:45,01.01.2025 12:00,949.50,357.00,464.00,8886.00,2983.00,31.25,-,815.00,463.50,988.50,23.25,461.25
01.01.2025 12:00,01.01.2025 12:15,952.00,373.25,508.50,9052.75,3022.75,31.25,-,825.00,463.75,955.25,7.25,460.50
01.01.2025 12:15,01.01.2025 12:30,938.00,373.75,537.50,9157.50,3044.25,31.00,-,823.50,462.75,897.50,22.25,451.75
01.01.2025 12:30,01.01.2025 12:45,931.00,369.25,548.50,9221.75,3044.25,28.50,-,817.50,461.75,897.50,4.50,455.00
01.01.2025 12:45,01.01.2025 13:00,951.50,371.25,550.50,9209.25,2999.25,28.50,-,817.50,460.50,896.00,19.75,459.00
01.01.2025 13:00,01.01.2025 13:15,948.50,376.00,574.75,9369.25,2908.50,28.50,-,815.00,461.50,891.25,43.25,464.50
01.01.2025 13:15,01.01.2025 13:30,931.00,359.50,654.50,9343.50,2775.00,28.25,-,814.50,464.00,910.25,34.75,455.50
01.01.2025 13:30,01.01.2025 13:45,934.50,377.75,696.75,9404.50,2593.00,28.50,-,807.50,463.50,910.50,22.50,451.00
01.01.2025 13:45,01.01.2025 14:00,941.25,376.00,763.75,9499.75,2382.75,30.00,-,805.00,460.50,911.00,39.75,443.75
01.01.2025 14:00,01.01.2025 14:15,932.50,364.75,750.75,9477.75,2131.25,30.75,-,808.50,462.50,907.50,5.25,437.75
01.01.2025 14:15,01.01.2025 14:30,950.75,348.75,823.50,9564.75,1904.75,31.25,-,819.25,456.50,906.00,41.75,447.50
01.01.2025 14:30,01.01.2025 14:45,947.50,362.50,888.50,9724.25,1638.25,31.25,-,828.00,457.25,904.75,20.00,442.75
01.01.2025 14:45,01.01.2025 15:00,931.25,362.50,1000.75,9825.25,1368.75,31.25,-,835.75,459.75,895.75,21.00,444.75
01.01.2025 15:00,01.01.2025 15:15,928.50,344.25,1112.50,9993.00,1088.00,31.25,-,837.50,458.25,892.50,10.25,447.00
01.01.2025 15:15,01.01.2025 15:30,951.50,351.25,1161.00,10268.00,813.75,31.25,-,836.75,459.25,899.25,10.50,443.25
01.01.2025 15:30,01.01.2025 15:45,957.50,351.00,1200.75,10455.00,550.50,31.75,-,840.50,464.00,901.00,3.00,447.25
01.01.2025 15:45,01.01.2025 16:00,968.75,379.25,1138.75,10545.75,320.50,31.50,-,833.75,452.25,897.75,73.25,459.00
01.01.2025 16:00,01.01.2025 16:15,965.25,360.00,1152.75,10342.25,142.00,32.00,-,847.00,452.25,901.75,67.50,467.00
01.01.2025 16:15,01.01.2025 16:30,994.25,354.50,1229.25,10423.50,36.25,31.75,-,844.50,463.75,914.25,104.25,462.50
01.01.2025 16:30,01.01.2025 16:45,1003.25,381.75,1219.25,10562.00,8.75,32.00,-,850.25,500.50,915.50,96.75,467.00
01.01.2025 16:45,01.01.2025 17:00,1008.25,364.75,1119.25,10572.25,5.75,32.25,-,854.00,517.75,911.00,163.75,463.75
01.01.2025 17:00,01.01.2025 17:15,1018.00,366.50,1124.75,10728.25,5.50,32.25,-,844.00,527.00,922.25,82.75,460.00
01.01.2025 17:15,01.01.2025 17:30,1024.25,359.75,1221.50,10960.25,5.25,31.75,-,835.75,567.75,921.50,80.50,463.25
01.01.2025 17:30,01.01.2025 17:45,1024.50,361.75,1236.25,11021.50,4.50,32.00,-,829.00,601.00,922.75,103.25,463.25
01.01.2025 17:45,01.01.2025 18:00,1032.50,346.00,1227.25,11051.75,4.00,32.00,-,828.50,630.75,924.75,126.75,463.25
01.01.2025 18:00,01.01.2025 18:15,1030.75,342.75,1012.50,11085.00,3.75,32.00,-,825.00,649.25,920.50,143.50,458.00
01.01.2025 18:15,01.01.2025 18:30,1026.50,338.50,964.50,11089.75,3.75,32.00,-,820.50,658.75,920.75,131.50,452.00
01.01.2025 18:30,01.01.2025 18:45,1036.25,340.00,930.75,11017.50,3.50,32.00,-,823.00,668.50,925.00,161.50,445.25
01.01.2025 18:45,01.01.2025 19:00,1038.00,338.50,895.50,11007.50,3.50,32.00,-,820.75,691.25,932.25,79.50,455.25
01.01.2025 19:00,01.01.2025 19:15,1031.75,353.50,887.00,10916.00,3.25,32.00,-,824.25,693.75,938.00,135.00,457.25
01.01.2025 19:15,01.01.2025 19:30,1029.00,375.75,876.25,10852.25,3.25,32.00,-,830.50,693.50,936.50,126.75,449.75
01.01.2025 19:30,01.01.2025 19:45,1026.50,354.00,869.25,10819.00,3.00,32.00,-,827.00,693.25,933.50,92.00,447.25
01.01.2025 19:45,01.01.2025 20:00,1026.25,345.25,864.25,10751.25,2.75,32.00,-,827.00,697.75,924.00,95.00,447.50
01.01.2025 20:00,01.01.2025 20:15,1010.00,341.25,993.75,10761.50,3.50,31.75,-,811.00,706.75,910.00,149.00,446.50
01.01.2025 20:15,01.01.2025 20:30,1013.25,337.75,1013.00,10670.75,3.00,31.75,-,800.00,720.75,898.00,123.75,443.50
01.01.2025 20:30,01.01.2025 20:45,1006.75,337.00,999.00,10616.25,3.00,31.75,-,798.50,729.25,888.50,78.00,451.00
01.01.2025 20:45,01.01.2025 21:00,1006.25,334.00,973.50,10626.00,3.00,31.75,-,800.00,741.00,889.50,53.50,446.25
01.01.2025 21:00,01.01.2025 21:15,994.50,332.75,1014.00,10525.50,3.00,31.75,-,799.00,741.50,888.00,138.00,453.50
01.01.2025 21:15,01.01.2025 21:30,994.75,341.25,1041.50,10373.00,2.75,32.00,-,799.25,744.25,891.50,109.00,454.50
01.01.2025 21:30,01.01.2025 21:45,993.00,341.25,995.00,10274.00,2.75,32.00,-,797.75,760.00,891.50,103.25,448.50
01.01.2025 21:45,01.01.2025 22:00,993.25,340.25,929.00,10248.75,2.75,32.00,-,799.25,759.25,892.50,206.00,442.00
01.01.2025 22:00,01.01.2025 22:15,985.50,352.00,996.50,9890.50,2.50,32.00,-,800.00,760.00,881.75,206.50,437.25
01.01.2025 22:15,01.01.2025 22:30,985.75,336.25,1002.50,9916.00,2.50,32.25,-,796.50,771.25,883.00,115.25,439.00
01.01.2025 22:30,01.01.2025 22:45,982.00,334.25,926.50,9933.25,2.50,32.00,-,797.00,778.50,882.75,115.25,445.00
01.01.2025 22:45,01.01.2025 23:00,976.75,329.00,928.00,9923.50,2.50,32.00,-,798.50,780.00,883.50,123.75,448.75
01.01.2025 23:00,01.01.2025 23:15,964.50,345.25,994.50,9996.25,2.50,32.25,-,793.00,781.00,879.50,175.25,448.75
01.01.2025 23:15,01.01.2025 23:30,959.50,339.75,979.25,9959.00,2.25,32.00,-,794.50,781.00,877.00,111.00,444.25
01.01.2025 23:30,01.01.2025 23:45,957.00,332.50,1071.00,9880.00,2.50,32.25,-,797.75,778.00,884.50,79.75,444.00
01.01.2025 23:45,02.01.2025 00:00,951.75,330.25,1070.25,9777.00,2.50,32.25,-,801.00,775.00,885.75,121.50,454.25
02.01.2025 00:00,02.01.2025 00:15,918.00,344.00,1049.25,9677.75,2.50,32.25,-,841.50,798.00,896.75,125.75,484.00
02.01.2025 00:15,02.01.2025 00:30,933.00,356.00,997.25,9465.50,2.25,32.50,-,861.25,822.75,899.25,184.00,438.75
02.01.2025 00:30,02.01.2025 00:45,938.00,349.25,997.25,9405.00,2.00,32.25,-,861.00,811.25,899.25,183.25,436.25
02.01.2025 00:45,02.01.2025 01:00,937.50,351.00,989.25,9189.25,1.75,32.25,-,877.25,796.25,868.25,200.00,435.25
02.01.2025 01:00,02.01.2025 01:15,934.00,350.50,1149.25,9130.50,1.75,32.50,-,934.00,769.50,842.25,171.25,435.75
02.01.2025 01:15,02.01.2025 01:30,931.75,331.50,1186.00,9144.25,1.50,32.50,-,952.75,738.25,839.50,85.00,435.00
02.01.2025 01:30,02.01.2025 01:45,927.50,330.25,1197.00,9096.75,1.50,32.50,-,971.75,716.25,834.00,83.75,441.75
02.01.2025 01:45,02.01.2025 02:00,930.25,337.25,1221.50,8859.25,1.75,32.25,-,985.50,685.75,830.75,111.00,444.25
02.01.2025 02:00,02.01.2025 02:15,931.50,340.25,1277.75,8587.25,1.75,32.25,-,984.25,656.25,851.25,88.00,447.00
02.01.2025 02:15,02.01.2025 02:30,934.00,350.25,1280.50,8450.50,1.25,32.25,-,985.25,623.00,851.25,146.75,443.25
02.01.2025 02:30,02.01.2025 02:45,935.50,335.00,1333.25,8508.25,1.50,32.25,-,984.25,601.25,850.25,102.50,442.50
02.01.2025 02:45,02.01.2025 03:00,926.25,324.00,1373.25,8540.00,1.50,32.25,-,987.50,580.00,838.00,74.00,439.25
02.01.2025 03:00,02.01.2025 03:15,931.50,324.50,1403.75,8389.25,1.50,32.00,-,991.00,568.75,836.00,75.50,442.75
02.01.2025 03:15,02.01.2025 03:30,927.25,327.50,1399.50,8236.75,1.75,32.00,-,993.00,574.50,877.50,91.00,440.75
02.01.2025 03:30,02.01.2025 03:45,932.75,351.00,1407.00,8018.50,1.75,32.00,-,993.00,576.75,877.75,127.25,439.50
02.01.2025 03:45,02.01.2025 04:00,940.25,354.75,1383.50,7899.25,1.50,31.75,-,1022.50,579.75,897.50,129.50,441.00
02.01.2025 04:00,02.01.2025 04:15,929.75,352.25,1249.75,7771.50,1.50,32.00,-,1102.25,600.50,947.25,34.75,439.50
02.01.2025 04:15,02.01.2025 04:30,943.25,352.00,1249.50,7763.50,1.50,31.50,-,1113.75,604.50,1007.75,27.50,438.00
02.01.2025 04:30,02.01.2025 04:45,945.00,353.75,1229.75,7710.50,1.50,31.25,-,1121.00,623.50,1048.50,14.50,445.00
02.01.2025 04:45,02.01.2025 05:00,944.75,351.00,1204.75,7640.75,1.50,31.50,-,1127.75,677.25,1080.00,71.25,447.00
02.01.2025 05:00,02.01.2025 05:15,949.75,344.00,1147.25,7536.50,1.50,31.25,-,1133.75,690.50,1193.75,29.50,445.50
02.01.2025 05:15,02.01.2025 05:30,953.00,350.25,1136.50,7473.25,1.50,31.25,-,1139.00,703.25,1265.50,30.75,446.00
02.01.2025 05:30,02.01.2025 05:45,955.75,342.75,1143.50,7403.25,1.50,31.00,-,1158.25,719.50,1293.75,27.50,446.50
02.01.2025 05:45,02.01.2025 06:00,959.50,346.25,1140.25,7407.00,1.50,31.25,-,1237.75,727.00,1367.25,91.00,450.50
02.01.2025 06:00,02.01.2025 06:15,968.25,341.00,1368.75,7389.00,1.25,31.25,-,1414.25,724.25,1549.50,41.50,450.75
02.01.2025 06:15,02.01.2025 06:30,979.00,348.25,1377.25,7128.50,1.75,31.25,-,1546.75,735.50,1513.25,43.25,446.50
02.01.2025 06:30,02.01.2025 06:45,967.00,344.25,1450.25,6975.00,1.50,31.25,-,1663.00,795.00,1521.50,55.50,444.50
02.01.2025 06:45,02.01.2025 07:00,986.75,353.75,1393.00,6753.50,1.75,31.25,-,1756.25,847.50,1625.75,63.25,448.50
02.01.2025 07:00,02.01.2025 07:15,1002.50,364.75,1492.75,6462.75,1.75,31.25,-,1917.25,867.50,1859.00,42.75,454.50
02.01.2025 07:15,02.01.2025 07:30,1020.25,347.00,1480.25,6326.25,1.75,31.00,-,1979.75,915.00,1877.75,85.25,463.00
02.01.2025 07:30,02.01.2025 07:45,1024.00,342.00,1458.00,6224.75,1.75,31.00,-,1976.50,975.25,1917.50,74.50,467.25
02.01.2025 07:45,02.01.2025 08:00,1031.50,347.00,1436.00,6088.50,3.00,30.75,-,2060.25,1030.25,1951.75,102.50,472.50
02.01.2025 08:00,02.01.2025 08:15,1047.50,327.25,1461.00,5832.00,3.50,30.50,-,2163.75,1131.00,2094.75,91.75,472.50
02.01.2025 08:15,02.01.2025 08:30,1060.75,342.25,1419.00,5547.75,8.75,30.25,-,2239.25,1184.00,2107.00,204.00,468.50
02.01.2025 08:30,02.01.2025 08:45,1075.75,368.75,1413.75,5418.50,50.75,30.25,-,2241.00,1189.25,2161.75,309.75,467.25
02.01.2025 08:45,02.01.2025 09:00,1083.75,372.00,1459.50,5237.25,128.50,30.00,-,2245.00,1181.50,2236.25,431.00,461.50
02.01.2025 09:00,02.01.2025 09:15,1081.25,333.75,1499.25,5030.00,231.00,30.00,-,2325.50,1201.50,2279.25,262.25,450.75
02.01.2025 09:15,02.01.2025 09:30,1073.25,334.00,1510.00,4712.25,330.25,30.00,-,2335.75,1219.25,2293.50,210.25,444.25
02.01.2025 09:30,02.01.2025 09:45,1081.50,352.50,1496.25,4444.75,450.00,30.25,-,2341.00,1247.75,2305.25,217.75,451.50
02.01.2025 09:45,02.01.2025 10:00,1081.50,354.50,1470.75,4268.50,597.75,29.75,-,2357.25,1271.00,2355.50,244.25,455.50
02.01.2025 10:00,02.01.2025 10:15,1071.25,351.25,1440.50,4049.50,757.00,29.75,-,2376.25,1284.75,2507.00,261.00,442.75
02.01.2025 10:15,02.01.2025 10:30,1067.75,350.50,1299.00,3875.50,937.25,30.25,-,2377.25,1280.50,2531.50,307.50,438.25
02.01.2025 10:30,02.01.2025 10:45,1065.00,340.25,1221.25,3713.00,1119.75,30.75,-,2383.50,1281.25,2528.50,261.25,447.50
02.01.2025 10:45,02.01.2025 11:00,1063.50,365.00,1140.00,3544.00,1263.75,31.25,-,2371.50,1280.75,2555.25,297.00,452.00
02.01.2025 11:00,02.01.2025 11:15,1049.75,340.25,1218.75,3405.00,1392.25,31.25,-,2377.50,1299.00,2552.00,61.50,450.50
02.01.2025 11:15,02.01.2025 11:30,1046.00,348.00,1294.75,3301.25,1518.75,31.00,-,2373.50,1300.50,2533.75,187.00,440.75
02.01.2025 11:30,02.01.2025 11:45,1040.75,333.25,1327.00,3172.50,1603.75,31.25,-,2375.50,1298.00,2541.75,105.25,442.25
02.01.2025 11:45,02.01.2025 12:00,1040.75,336.25,1329.00,3037.25,1658.25,31.25,-,2375.25,1296.75,2547.25,122.00,446.25
02.01.2025 12:00,02.01.2025 12:15,1017.75,350.50,1285.25,2957.50,1677.00,31.00,-,2369.00,1304.50,2543.00,58.50,442.25
02.01.2025 12:15,02.01.2025 12:30,1015.75,349.50,1302.25,2920.75,1679.00,31.00,-,2367.00,1306.50,2540.25,55.00,435.75
02.01.2025 12:30,02.01.2025 12:45,1013.75,346.00,1356.75,2926.75,1690.75,31.25,-,2363.50,1307.00,2541.75,47.75,437.00
02.01.2025 12:45,02.01.2025 13:00,1013.75,332.50,1446.00,2987.50,1658.00,30.75,-,2348.25,1298.00,2534.00,59.25,441.75
02.01.2025 13:00,02.01.2025 13:15,1010.00,355.50,1395.25,2957.00,1631.00,31.25,-,2394.50,1254.00,2520.50,53.75,448.25
02.01.2025 13:15,02.01.2025 13:30,1007.75,350.50,1420.25,2966.50,1538.50,31.50,-,2399.25,1227.75,2517.00,40.75,440.75
02.01.2025 13:30,02.01.2025 13:45,1006.75,359.50,1326.25,2997.25,1415.25,31.25,-,2400.75,1227.75,2519.25,41.50,435.50
02.01.2025 13:45,02.01.2025 14:00,1007.75,369.00,1326.50,2943.00,1274.50,31.75,-,2403.00,1198.25,2503.25,42.50,436.00
02.01.2025 14:00,02.01.2025 14:15,1014.25,391.25,1241.50,2927.00,1134.25,31.75,-,2405.75,1217.00,2521.00,89.00,439.50
02.01.2025 14:15,02.01.2025 14:30,1022.25,380.25,1309.50,2845.25,981.50,31.75,-,2394.50,1213.50,2497.00,152.25,425.50
02.01.2025 14:30,02.01.2025 14:45,1034.50,390.50,1316.25,2772.75,815.50,31.50,-,2339.25,1217.50,2521.25,204.75,420.75
02.01.2025 14:45,02.01.2025 15:00,1040.50,379.25,1253.25,2782.50,638.00,31.50,-,2354.25,1224.00,2543.50,420.25,422.00
02.01.2025 15:00,02.01.2025 15:15,1055.25,381.25,1239.25,2809.00,478.00,31.50,-,2375.25,1230.75,2550.25,955.25,418.75
02.01.2025 15:15,02.01.2025 15:30,1059.75,396.00,1250.75,2892.75,324.75,31.25,-,2389.25,1232.25,2553.00,933.75,419.00
02.01.2025 15:30,02.01.2025 15:45,1067.25,413.25,1299.50,2922.50,191.00,31.25,-,2406.50,1218.75,2559.50,949.00,418.75
02.01.2025 15:45,02.01.2025 16:00,1068.00,389.00,1391.75,2957.75,90.50,31.25,-,2408.25,1196.75,2571.25,963.50,421.50
02.01.2025 16:00,02.01.2025 16:15,1096.00,389.50,1352.00,3132.75,33.25,31.50,-,2405.00,1194.00,2602.50,683.25,422.50
02.01.2025 16:15,02.01.2025 16:30,1095.25,394.75,1380.25,3109.50,8.75,31.50,-,2408.50,1196.00,2607.75,776.00,428.50
02.01.2025 16:30,02.01.2025 16:45,1095.75,430.25,1310.00,3247.00,6.00,31.75,-,2404.75,1190.75,2609.25,815.75,431.00
02.01.2025 16:45,02.01.2025 17:00,1108.25,434.00,1273.25,3345.25,5.00,31.50,-,2408.25,1191.00,2625.25,912.25,425.25
02.01.2025 17:00,02.01.2025 17:15,1119.75,408.00,1451.25,3491.00,4.50,31.75,-,2400.50,1187.75,2601.00,1468.50,420.50
02.01.2025 17:15,02.01.2025 17:30,1123.00,426.00,1525.00,3668.00,4.50,31.75,-,2392.50,1192.75,2608.75,1450.50,420.50
02.01.2025 17:30,02.01.2025 17:45,1128.25,446.00,1557.00,3738.00,9.00,31.75,-,2383.25,1195.25,2612.00,1492.75,419.25
02.01.2025 17:45,02.01.2025 18:00,1129.25,443.00,1525.50,3781.00,4.50,31.75,-,2372.00,1198.50,2643.00,1510.50,414.25
02.01.2025 18:00,02.01.2025 18:15,1131.00,459.00,1481.00,3861.75,9.00,32.00,-,2397.00,1212.75,2704.75,1537.75,415.25
02.01.2025 18:15,02.01.2025 18:30,1132.75,439.75,1296.50,3954.75,5.50,32.00,-,2405.75,1216.25,2735.00,1467.25,429.00
02.01.2025 18:30,02.01.2025 18:45,1130.25,455.00,1315.50,4021.75,5.25,32.00,-,2404.25,1213.50,2725.75,1446.50,430.50
02.01.2025 18:45,02.01.2025 19:00,1128.25,415.75,1463.50,4119.50,6.00,32.00,-,2387.50,1216.25,2728.50,1385.75,430.00
02.01.2025 19:00,02.01.2025 19:15,1117.50,442.50,1493.50,4266.25,9.00,32.00,-,2402.50,1210.25,2778.25,1456.00,431.00
02.01.2025 19:15,02.01.2025 19:30,1116.50,430.25,1444.25,4429.75,4.75,31.75,-,2413.00,1207.00,2754.75,1304.00,430.75
02.01.2025 19:30,02.01.2025 19:45,1112.75,408.75,1415.00,4549.75,2.00,31.75,-,2419.00,1198.75,2762.25,1162.25,441.75
02.01.2025 19:45,02.01.2025 20:00,1103.50,390.00,1490.00,4676.75,1.75,31.50,-,2410.00,1175.75,2785.75,924.25,443.75
02.01.2025 20:00,02.01.2025 20:15,1092.00,394.25,1470.50,4723.25,2.75,31.50,-,2406.25,1161.75,2782.00,955.75,439.50
02.01.2025 20:15,02.01.2025 20:30,1088.00,385.50,1458.75,4750.25,2.00,31.75,-,2407.00,1162.00,2758.00,785.50,444.25
02.01.2025 20:30,02.01.2025 20:45,1079.25,360.75,1477.00,4743.50,1.75,31.75,-,2427.00,1162.25,2714.00,454.50,450.00
02.01.2025 20:45,02.01.2025 21:00,1069.00,306.50,1488.25,4705.00,1.50,31.75,-,2431.50,1146.25,2638.25,354.50,448.50
02.01.2025 21:00,02.01.2025 21:15,1045.25,312.25,1420.00,4708.50,1.50,31.75,-,2421.00,1132.00,2489.50,275.50,441.25
02.01.2025 21:15,02.01.2025 21:30,1040.50,308.75,1411.75,4712.00,1.50,32.00,-,2419.00,1123.00,2460.75,164.75,445.00
02.01.2025 21:30,02.01.2025 21:45,1035.00,287.25,1481.75,4689.50,1.50,32.00,-,2418.25,1119.00,2443.00,80.50,447.00
02.01.2025 21:45,02.01.2025 22:00,1032.00,272.00,1593.50,4701.75,1.50,32.00,-,2387.50,1115.25,2419.50,52.50,449.75
02.01.2025 22:00,02.01.2025 22:15,1014.00,303.00,1572.50,4555.25,3.25,32.00,-,2348.75,1147.00,2405.50,287.50,448.75
02.01.2025 22:15,02.01.2025 22:30,1011.25,300.50,1622.50,4599.00,1.50,32.00,-,2319.50,1188.50,2373.75,102.00,449.25
02.01.2025 22:30,02.01.2025 22:45,1011.00,374.00,1728.25,4623.75,1.50,32.25,-,2296.50,1231.25,2358.25,23.75,452.25
02.01.2025 22:45,02.01.2025 23:00,1005.75,367.50,1703.50,4606.25,1.50,32.25,-,2257.75,1211.00,2324.50,23.00,453.25
02.01.2025 23:00,02.01.2025 23:15,980.50,375.75,1544.50,4614.25,2.00,32.50,-,2204.50,1175.75,2209.00,61.00,446.25
02.01.2025 23:15,02.01.2025 23:30,988.50,364.25,1553.00,4691.00,1.75,32.50,-,2159.50,1148.00,2176.50,29.25,440.75
02.01.2025 23:30,02.01.2025 23:45,975.75,354.75,1612.25,4727.50,2.25,32.50,-,2113.50,1136.00,2137.00,11.75,440.50
02.01.2025 23:45,03.01.2025 00:00,979.75,351.50,1612.75,4764.75,1.50,32.25,-,2055.00,1043.00,2089.25,16.25,440.25
03.01.2025 00:00,03.01.2025 00:15,959.25,363.75,1543.25,4741.75,1.75,32.25,-,2011.00,1022.00,2112.75,67.50,481.00
