Date,Hour,WS01,WS02,WS03,WS04,WS05,WS06,WS07,WS08,WS09,WS10,WS11,WS12,WS13,WS14,WS15,WS16,WS17,WS18,WS19,WS20,WS21,WS22,WS23,WS24,WS25,WS26,WS27,WS28,WS29,WS30,WS31,WS32,WS33,WS34,WS35,WS36
13.09.,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.09.,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.09.,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.09.,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.09.,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.09.,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.09.,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.09.,6,0.0,0.00016823400000000002,0.0,1.5693e-05,0.000226704,0.0,0.000200816,0.000210032,0.000125024,5.846899999999999e-05,0.000230181,4.6145e-05,4.9753e-05,2.304e-05,6.2208e-05,9.2029e-05,0.00015202,0.000150281,0.00017979800000000003,0.0,0.00015002,0.000135783,0.0,0.00012165499999999999,0.00012839199999999999,0.000300974,0.0,0.0,0.00022965899999999998,0.000206381,0.000148172,0.00015564899999999997,7.8205e-05,0.00023585499999999998,0.00014263,9.2638e-05
14.09.,7,0.009978648999999997,0.022025732999999995,0.005849769999999999,0.012985173999999999,0.033206697,0.021191164,0.028651246999999998,0.031605516,0.023233104999999997,0.019063423000000003,0.0313538,0.012725753999999999,0.021823827,0.020974819,0.01829443,0.020592441000000003,0.024062541,0.023827291,0.026447037,0.013089076000000002,0.027463774000000003,0.026963772000000004,0.011246507,0.023140578000000002,0.023498572,0.036570058,0.007967594,0.015130841999999999,0.027893308999999998,0.029638002,0.025139077,0.021327773,0.015634176,0.026529304999999996,0.019299511,0.025762864999999996
14.09.,8,0.045647518,0.08977672299999999,0.025083900000000003,0.057393134,0.15406884799999998,0.09957186,0.125929387,0.14594092799999997,0.100688396,0.08489040199999999,0.14127769699999998,0.051736324,0.096246606,0.090706804,0.076793157,0.087076307,0.108877294,0.102002023,0.112091775,0.058372345000000006,0.125504485,0.12155023,0.049341646999999995,0.09950720699999999,0.10112532600000002,0.181725553,0.040177479,0.076639372,0.125272961,0.14030037999999997,0.116791745,0.08741059699999999,0.067244785,0.12415490500000001,0.08787388900000001,0.12329911300000002
14.09.,9,0.09374266599999999,0.18142730299999998,0.049749657999999995,0.118615946,0.319226691,0.21654088999999999,0.26346643799999997,0.30315356000000004,0.206650985,0.1774965,0.294544554,0.10228073299999998,0.20732113399999996,0.19301758999999996,0.160345475,0.182327031,0.237642717,0.217365602,0.236365902,0.12404023900000001,0.2752577,0.265477887,0.102186827,0.210187673,0.207967157,0.37976875299999996,0.08854305400000001,0.17506886200000002,0.252255111,0.2991814,0.24542591500000002,0.173330869,0.138636769,0.259238579,0.189347836,0.266244519
14.09.,10,0.149997195,0.261095802,0.07000329999999999,0.19330291499999996,0.474817241,0.319957747,0.399503046,0.453203011,0.337983732,0.274630442,0.44033749699999997,0.15358896,0.30240070799999996,0.29542917399999996,0.24671426899999999,0.268326907,0.354501997,0.332733564,0.359657425,0.19229603299999998,0.417899696,0.402399221,0.170716543,0.282292526,0.301684181,0.533334404,0.153707611,0.299005565,0.35174321199999997,0.45956892099999996,0.347068667,0.25867151099999997,0.20507763699999998,0.387380697,0.292248069,0.41120491000000003
14.09.,11,0.19784418799999998,0.313978266,0.083021599,0.260037892,0.580669395,0.390712088,0.49722589400000006,0.556173671,0.45174396899999997,0.349962237,0.540742157,0.19231632599999998,0.364066662,0.37343668999999996,0.314941722,0.32605235,0.434761365,0.420213545,0.451498972,0.24859348699999995,0.519396409,0.49991591699999993,0.23506798699999998,0.31516798599999996,0.364084862,0.624190056,0.214359255,0.41128778000000005,0.413871427,0.578772306,0.41102444400000004,0.32331336200000005,0.252077444,0.48023856000000004,0.372803558,0.5188217820000001
14.09.,12,0.227195357,0.33266865799999995,0.08681497199999999,0.304156455,0.62366435,0.41770036,0.5409547909999999,0.5981728449999999,0.522202488,0.388765461,0.58176029,0.210632922,0.382880974,0.411988656,0.351963634,0.346929798,0.46454279499999995,0.462916606,0.49498043,0.283082137,0.563577165,0.5420820610000001,0.281301752,0.310490555,0.386275825,0.6500780479999999,0.25694648499999995,0.4819848500000001,0.43405508700000006,0.636269274,0.433340355,0.355784891,0.27263001000000003,0.523996047,0.414934584,0.57047687
14.09.,13,0.23536231900000001,0.326062805,0.08832383400000002,0.31497223399999996,0.623795,0.40450805600000006,0.5365139999999999,0.597751699,0.540378335,0.40901226199999996,0.579416706,0.210151311,0.384615853,0.440708514,0.356594102,0.37375928199999997,0.44615584399999997,0.462795615,0.5034650829999999,0.274195997,0.576673801,0.568046082,0.315052758,0.298238931,0.369310311,0.633265197,0.261201449,0.477456081,0.426045278,0.622269101,0.41831041,0.34100573,0.270339384,0.5221873589999999,0.41203540699999996,0.565560427
14.09.,14,0.22488875800000002,0.295067078,0.08223602199999998,0.301087516,0.5757227469999999,0.360769594,0.49045787999999996,0.550975283,0.5143144289999999,0.39599843199999996,0.5322816349999999,0.19304444599999998,0.35623288899999994,0.43559031,0.33599948599999996,0.370947882,0.392783901,0.42688367799999993,0.47269498899999995,0.245225756,0.545160329,0.5494139579999999,0.32735594999999995,0.262495075,0.325937343,0.571082327,0.244918221,0.43745270599999997,0.38689983299999997,0.562168993,0.372455431,0.301049937,0.24679861399999997,0.480354495,0.377463243,0.518566949
14.09.,15,0.19644717999999997,0.24257575599999998,0.069428906,0.262178735,0.48161075200000003,0.29157913,0.40657301599999995,0.46043069299999995,0.44318331499999997,0.347454593,0.4431900449999999,0.16134448899999998,0.30096683,0.390987389,0.29051802699999996,0.334235275,0.312935625,0.35749724,0.40309763000000004,0.199124966,0.468684718,0.48313317800000005,0.310960091,0.208774472,0.261091032,0.46690665600000003,0.20959133800000002,0.364426284,0.31915851399999995,0.460136001,0.30199799800000005,0.24184052000000003,0.20409767599999998,0.40032911200000004,0.314376418,0.43083135799999994
14.09.,16,0.156696627,0.18197172,0.04788492099999999,0.194570358,0.353156625,0.20997889399999997,0.284156825,0.338776599,0.318019783,0.25173368399999996,0.322122044,0.112907728,0.20884584799999997,0.28872002399999996,0.21850119899999998,0.24657480599999998,0.237196697,0.2564884,0.289518952,0.14044637299999999,0.34752951,0.3584244,0.22461580099999998,0.146465112,0.18737571200000003,0.33667275099999994,0.150731224,0.2726212,0.224516832,0.3335588,0.216645616,0.176452534,0.142730753,0.294033701,0.213361523,0.312339327
